day_of_year,hour,production_per_kw
331,18,0
331,19,0
331,20,0
331,21,0
331,22,0
331,23,0
332,0,0
332,1,0
332,2,0
332,3,0
332,4,0
332,5,0
332,6,0.003
332,7,0.072
332,8,0.179
332,9,0.204
332,10,0.153
332,11,0.108
332,12,0.071
332,13,0.032
332,14,0.002
332,15,0
332,16,0
332,17,0
332,18,0
332,19,0
332,20,0
332,21,0
332,22,0
332,23,0
333,0,0
333,1,0
333,2,0
333,3,0
333,4,0
333,5,0
333,6,0.001
333,7,0.07
333,8,0.105
333,9,0.121
333,10,0.145
333,11,0.124
333,12,0.101
333,13,0.061
333,14,0.008
333,15,0
333,16,0
333,17,0
333,18,0
333,19,0
333,20,0
333,21,0
333,22,0
333,23,0
334,0,0
334,1,0
334,2,0
334,3,0
334,4,0
334,5,0
334,6,0.001
334,7,0.092
334,8,0.321
334,9,0.456
334,10,0.478
334,11,0.425
334,12,0.36
334,13,0.244
334,14,0.05
334,15,0
334,16,0
334,17,0
334,18,0
334,19,0
334,20,0
334,21,0
334,22,0
334,23,0
335,0,0
335,1,0
335,2,0
335,3,0
335,4,0
335,5,0
335,6,0
335,7,0.047
335,8,0.13
335,9,0.229
335,10,0.311
335,11,0.358
335,12,0.288
335,13,0.122
335,14,0.011
335,15,0
335,16,0
335,17,0
335,18,0
335,19,0
335,20,0
335,21,0
335,22,0
335,23,0
336,0,0
336,1,0
336,2,0
336,3,0
336,4,0
336,5,0
336,6,0
336,7,0.007
336,8,0.023
336,9,0.048
336,10,0.063
336,11,0.058
336,12,0.051
336,13,0.054
336,14,0.009
336,15,0
336,16,0
336,17,0
336,18,0
336,19,0
336,20,0
336,21,0
336,22,0
336,23,0
337,0,0
337,1,0
337,2,0
337,3,0
337,4,0
337,5,0
337,6,0
337,7,0.031
337,8,0.098
337,9,0.22
337,10,0.432
337,11,0.364
337,12,0.269
337,13,0.16
337,14,0.024
337,15,0
337,16,0
337,17,0
337,18,0
337,19,0
337,20,0
337,21,0
337,22,0
337,23,0
338,0,0
338,1,0
338,2,0
338,3,0
338,4,0
338,5,0
338,6,0.003
338,7,0.154
338,8,0.33
338,9,0.419
338,10,0.458
338,11,0.388
338,12,0.283
338,13,0.152
338,14,0.019
338,15,0
338,16,0
338,17,0
338,18,0
338,19,0
338,20,0
338,21,0
338,22,0
338,23,0
339,0,0
339,1,0
339,2,0
339,3,0
339,4,0
339,5,0
339,6,0.005
339,7,0.21
339,8,0.42
339,9,0.539
339,10,0.582
339,11,0.557
339,12,0.469
339,13,0.309
339,14,0.051
339,15,0
339,16,0
339,17,0
339,18,0
339,19,0
339,20,0
339,21,0
339,22,0
339,23,0
340,0,0
340,1,0
340,2,0
340,3,0
340,4,0
340,5,0
340,6,0.004
340,7,0.208
340,8,0.424
340,9,0.545
340,10,0.589
340,11,0.567
340,12,0.481
340,13,0.313
340,14,0.042
340,15,0
340,16,0
340,17,0
340,18,0
340,19,0
340,20,0
340,21,0
340,22,0
340,23,0
341,0,0
341,1,0
341,2,0
341,3,0
341,4,0
341,5,0
341,6,0
341,7,0.056
341,8,0.106
341,9,0.099
341,10,0.137
341,11,0.205
341,12,0.221
341,13,0.134
341,14,0.014
341,15,0
341,16,0
341,17,0
341,18,0
341,19,0
341,20,0
341,21,0
341,22,0
341,23,0
342,0,0
342,1,0
342,2,0
342,3,0
342,4,0
342,5,0
342,6,0
342,7,0.047
342,8,0.148
342,9,0.325
342,10,0.485
342,11,0.425
342,12,0.358
342,13,0.222
342,14,0.011
342,15,0
342,16,0
342,17,0
342,18,0
342,19,0
342,20,0
342,21,0
342,22,0
342,23,0
343,0,0
343,1,0
343,2,0
343,3,0
343,4,0
343,5,0
343,6,0
343,7,0.121
343,8,0.297
343,9,0.381
343,10,0.423
343,11,0.409
343,12,0.314
343,13,0.156
343,14,0.011
343,15,0
343,16,0
343,17,0
343,18,0
343,19,0
343,20,0
343,21,0
343,22,0
343,23,0
344,0,0
344,1,0
344,2,0
344,3,0
344,4,0
344,5,0
344,6,0
344,7,0.003
344,8,0.025
344,9,0.074
344,10,0.231
344,11,0.396
344,12,0.309
344,13,0.111
344,14,0.004
344,15,0
344,16,0
344,17,0
344,18,0
344,19,0
344,20,0
344,21,0
344,22,0
344,23,0
345,0,0
345,1,0
345,2,0
345,3,0
345,4,0
345,5,0
345,6,0
345,7,0.142
345,8,0.366
345,9,0.508
345,10,0.555
345,11,0.526
345,12,0.432
345,13,0.258
345,14,0.031
345,15,0
345,16,0
345,17,0
345,18,0
345,19,0
345,20,0
345,21,0
345,22,0
345,23,0
346,0,0
346,1,0
346,2,0
346,3,0
346,4,0
346,5,0
346,6,0
346,7,0.125
346,8,0.358
346,9,0.488
346,10,0.52
346,11,0.473
346,12,0.353
346,13,0.151
346,14,0.011
346,15,0
346,16,0
346,17,0
346,18,0
346,19,0
346,20,0
346,21,0
346,22,0
346,23,0
347,0,0
347,1,0
347,2,0
347,3,0
347,4,0
347,5,0
347,6,0
347,7,0.01
347,8,0.039
347,9,0.097
347,10,0.251
347,11,0.386
347,12,0.374
347,13,0.207
347,14,0.014
347,15,0
347,16,0
347,17,0
347,18,0
347,19,0
347,20,0
347,21,0
347,22,0
347,23,0
348,0,0
348,1,0
348,2,0
348,3,0
348,4,0
348,5,0
348,6,0
348,7,0.004
348,8,0.02
348,9,0.082
348,10,0.412
348,11,0.471
348,12,0.384
348,13,0.114
348,14,0.002
348,15,0
348,16,0
348,17,0
348,18,0
348,19,0
348,20,0
348,21,0
348,22,0
348,23,0
349,0,0
349,1,0
349,2,0
349,3,0
349,4,0
349,5,0
349,6,0
349,7,0.077
349,8,0.065
349,9,0.051
349,10,0.05
349,11,0.042
349,12,0.021
349,13,0.009
349,14,0
349,15,0
349,16,0
349,17,0
349,18,0
349,19,0
349,20,0
349,21,0
349,22,0
349,23,0
350,0,0
350,1,0
350,2,0
350,3,0
350,4,0
350,5,0
350,6,0
350,7,0.061
350,8,0.148
350,9,0.196
350,10,0.116
350,11,0.068
350,12,0.034
350,13,0.027
350,14,0.005
350,15,0
350,16,0
350,17,0
350,18,0
350,19,0
350,20,0
350,21,0
350,22,0
350,23,0
351,0,0
351,1,0
351,2,0
351,3,0
351,4,0
351,5,0
351,6,0
351,7,0.023
351,8,0.078
351,9,0.153
351,10,0.181
351,11,0.217
351,12,0.139
351,13,0.053
351,14,0.003
351,15,0
351,16,0
351,17,0
351,18,0
351,19,0
351,20,0
351,21,0
351,22,0
351,23,0
352,0,0
352,1,0
352,2,0
352,3,0
352,4,0
352,5,0
352,6,0
352,7,0.081
352,8,0.235
352,9,0.383
352,10,0.426
352,11,0.384
352,12,0.293
352,13,0.163
352,14,0.01
352,15,0
352,16,0
352,17,0
352,18,0
352,19,0
352,20,0
352,21,0
352,22,0
352,23,0
353,0,0
353,1,0
353,2,0
353,3,0
353,4,0
353,5,0
353,6,0
353,7,0.05
353,8,0.158
353,9,0.25
353,10,0.289
353,11,0.273
353,12,0.212
353,13,0.114
353,14,0.007
353,15,0
353,16,0
353,17,0
353,18,0
353,19,0
353,20,0
353,21,0
353,22,0
353,23,0
354,0,0
354,1,0
354,2,0
354,3,0
354,4,0
354,5,0
354,6,0
354,7,0.055
354,8,0.214
354,9,0.371
354,10,0.425
354,11,0.413
354,12,0.317
354,13,0.171
354,14,0.011
354,15,0
354,16,0
354,17,0
354,18,0
354,19,0
354,20,0
354,21,0
354,22,0
354,23,0
355,0,0
355,1,0
355,2,0
355,3,0
355,4,0
355,5,0
355,6,0
355,7,0.091
355,8,0.274
355,9,0.398
355,10,0.388
355,11,0.302
355,12,0.149
355,13,0.034
355,14,0
355,15,0
355,16,0
355,17,0
355,18,0
355,19,0
355,20,0
355,21,0
355,22,0
355,23,0
356,0,0
356,1,0
356,2,0
356,3,0
356,4,0
356,5,0
356,6,0
356,7,0.014
356,8,0.057
356,9,0.112
356,10,0.145
356,11,0.093
356,12,0.048
356,13,0.027
356,14,0.002
356,15,0
356,16,0
356,17,0
356,18,0
356,19,0
356,20,0
356,21,0
356,22,0
356,23,0
357,0,0
357,1,0
357,2,0
357,3,0
357,4,0
357,5,0
357,6,0
357,7,0.005
357,8,0.016
357,9,0.016
357,10,0.011
357,11,0.008
357,12,0.004
357,13,0
357,14,0
357,15,0
357,16,0
357,17,0
357,18,0
357,19,0
357,20,0
357,21,0
357,22,0
357,23,0
358,0,0
358,1,0
358,2,0
358,3,0
358,4,0
358,5,0
358,6,0
358,7,0.002
358,8,0.012
358,9,0.03
358,10,0.038
358,11,0.043
358,12,0.041
358,13,0.019
358,14,0
358,15,0
358,16,0
358,17,0
358,18,0
358,19,0
358,20,0
358,21,0
358,22,0
358,23,0
359,0,0
359,1,0
359,2,0
359,3,0
359,4,0
359,5,0
359,6,0
359,7,0.019
359,8,0.057
359,9,0.075
359,10,0.082
359,11,0.066
359,12,0.033
359,13,0.009
359,14,0
359,15,0
359,16,0
359,17,0
359,18,0
359,19,0
359,20,0
359,21,0
359,22,0
359,23,0
360,0,0
360,1,0
360,2,0
360,3,0
360,4,0
360,5,0
360,6,0
360,7,0.01
360,8,0.035
360,9,0.047
360,10,0.046
360,11,0.046
360,12,0.044
360,13,0.03
360,14,0.002
360,15,0
360,16,0
360,17,0
360,18,0
360,19,0
360,20,0
360,21,0
360,22,0
360,23,0
361,0,0
361,1,0
361,2,0
361,3,0
361,4,0
361,5,0
361,6,0
361,7,0.009
361,8,0.042
361,9,0.079
361,10,0.086
361,11,0.09
361,12,0.064
361,13,0.026
361,14,0
361,15,0
361,16,0
361,17,0
361,18,0
361,19,0
361,20,0
361,21,0
361,22,0
361,23,0
362,0,0
362,1,0
362,2,0
362,3,0
362,4,0
362,5,0
362,6,0
362,7,0.036
362,8,0.137
362,9,0.307
362,10,0.386
362,11,0.311
362,12,0.198
362,13,0.067
362,14,0.003
362,15,0
362,16,0
362,17,0
362,18,0
362,19,0
362,20,0
362,21,0
362,22,0
362,23,0
363,0,0
363,1,0
363,2,0
363,3,0
363,4,0
363,5,0
363,6,0
363,7,0.044
363,8,0.114
363,9,0.171
363,10,0.201
363,11,0.239
363,12,0.195
363,13,0.101
363,14,0.01
363,15,0
363,16,0
363,17,0
363,18,0
363,19,0
363,20,0
363,21,0
363,22,0
363,23,0
364,0,0
364,1,0
364,2,0
364,3,0
364,4,0
364,5,0
364,6,0
364,7,0.015
364,8,0.043
364,9,0.081
364,10,0.128
364,11,0.169
364,12,0.159
364,13,0.085
364,14,0.005
364,15,0
364,16,0
364,17,0
364,18,0
364,19,0
364,20,0
364,21,0
364,22,0
364,23,0
365,0,0
365,1,0
365,2,0
365,3,0
365,4,0
365,5,0
365,6,0
365,7,0.146
365,8,0.201
365,9,0.106
365,10,0.022
365,11,0.031
365,12,0.079
365,13,0.049
365,14,0.001
365,15,0
365,16,0
365,17,0
365,18,0
365,19,0
365,20,0
365,21,0
365,22,0
365,23,0
