day_of_year,hour,production_per_kw
166,20,0
166,21,0
166,22,0
166,23,0
167,0,0
167,1,0
167,2,0
167,3,0.029
167,4,0.086
167,5,0.215
167,6,0.329
167,7,0.465
167,8,0.552
167,9,0.607
167,10,0.595
167,11,0.577
167,12,0.538
167,13,0.445
167,14,0.271
167,15,0.159
167,16,0.062
167,17,0.014
167,18,0
167,19,0
167,20,0
167,21,0
167,22,0
167,23,0
168,0,0
168,1,0
168,2,0
168,3,0.021
168,4,0.088
168,5,0.19
168,6,0.254
168,7,0.315
168,8,0.387
168,9,0.407
168,10,0.492
168,11,0.524
168,12,0.512
168,13,0.469
168,14,0.381
168,15,0.263
168,16,0.129
168,17,0.046
168,18,0.003
168,19,0
168,20,0
168,21,0
168,22,0
168,23,0
169,0,0
169,1,0
169,2,0
169,3,0.029
169,4,0.09
169,5,0.202
169,6,0.323
169,7,0.422
169,8,0.499
169,9,0.508
169,10,0.5
169,11,0.454
169,12,0.385
169,13,0.319
169,14,0.222
169,15,0.133
169,16,0.085
169,17,0.032
169,18,0.001
169,19,0
169,20,0
169,21,0
169,22,0
169,23,0
170,0,0
170,1,0
170,2,0
170,3,0.022
170,4,0.086
170,5,0.176
170,6,0.27
170,7,0.336
170,8,0.39
170,9,0.428
170,10,0.412
170,11,0.44
170,12,0.438
170,13,0.379
170,14,0.307
170,15,0.196
170,16,0.073
170,17,0.021
170,18,0
170,19,0
170,20,0
170,21,0
170,22,0
170,23,0
171,0,0
171,1,0
171,2,0
171,3,0.011
171,4,0.042
171,5,0.086
171,6,0.146
171,7,0.18
171,8,0.236
171,9,0.268
171,10,0.257
171,11,0.245
171,12,0.225
171,13,0.189
171,14,0.133
171,15,0.088
171,16,0.04
171,17,0.015
171,18,0
171,19,0
171,20,0
171,21,0
171,22,0
171,23,0
172,0,0
172,1,0
172,2,0
172,3,0.018
172,4,0.07
172,5,0.162
172,6,0.271
172,7,0.41
172,8,0.494
172,9,0.543
172,10,0.516
172,11,0.475
172,12,0.395
172,13,0.32
172,14,0.275
172,15,0.207
172,16,0.117
172,17,0.044
172,18,0.003
172,19,0
172,20,0
172,21,0
172,22,0
172,23,0
173,0,0
173,1,0
173,2,0
173,3,0.029
173,4,0.089
173,5,0.205
173,6,0.341
173,7,0.492
173,8,0.582
173,9,0.587
173,10,0.502
173,11,0.411
173,12,0.355
173,13,0.294
173,14,0.253
173,15,0.186
173,16,0.113
173,17,0.044
173,18,0.003
173,19,0
173,20,0
173,21,0
173,22,0
173,23,0
174,0,0
174,1,0
174,2,0
174,3,0.029
174,4,0.089
174,5,0.201
174,6,0.301
174,7,0.384
174,8,0.456
174,9,0.535
174,10,0.594
174,11,0.581
174,12,0.483
174,13,0.336
174,14,0.264
174,15,0.188
174,16,0.109
174,17,0.042
174,18,0.003
174,19,0
174,20,0
174,21,0
174,22,0
174,23,0
175,0,0
175,1,0
175,2,0
175,3,0.027
175,4,0.078
175,5,0.218
175,6,0.379
175,7,0.518
175,8,0.619
175,9,0.678
175,10,0.707
175,11,0.694
175,12,0.64
175,13,0.549
175,14,0.42
175,15,0.27
175,16,0.123
175,17,0.038
175,18,0.004
175,19,0
175,20,0
175,21,0
175,22,0
175,23,0
176,0,0
176,1,0
176,2,0
176,3,0.026
176,4,0.074
176,5,0.223
176,6,0.381
176,7,0.515
176,8,0.613
176,9,0.673
176,10,0.695
176,11,0.68
176,12,0.626
176,13,0.538
176,14,0.417
176,15,0.271
176,16,0.121
176,17,0.036
176,18,0.003
176,19,0
176,20,0
176,21,0
176,22,0
176,23,0
177,0,0
177,1,0
177,2,0
177,3,0.026
177,4,0.072
177,5,0.218
177,6,0.373
177,7,0.504
177,8,0.599
177,9,0.653
177,10,0.675
177,11,0.659
177,12,0.612
177,13,0.526
177,14,0.408
177,15,0.264
177,16,0.119
177,17,0.037
177,18,0.003
177,19,0
177,20,0
177,21,0
177,22,0
177,23,0
178,0,0
178,1,0
178,2,0
178,3,0.026
178,4,0.078
178,5,0.2
178,6,0.341
178,7,0.471
178,8,0.591
178,9,0.669
178,10,0.705
178,11,0.698
178,12,0.652
178,13,0.566
178,14,0.441
178,15,0.286
178,16,0.125
178,17,0.034
178,18,0.004
178,19,0
178,20,0
178,21,0
178,22,0
178,23,0
179,0,0
179,1,0
179,2,0
179,3,0.031
179,4,0.089
179,5,0.193
179,6,0.314
179,7,0.423
179,8,0.432
179,9,0.319
179,10,0.311
179,11,0.374
179,12,0.355
179,13,0.358
179,14,0.321
179,15,0.24
179,16,0.11
179,17,0.039
179,18,0.002
179,19,0
179,20,0
179,21,0
179,22,0
179,23,0
180,0,0
180,1,0
180,2,0
180,3,0.025
180,4,0.069
180,5,0.233
180,6,0.401
180,7,0.54
180,8,0.64
180,9,0.698
180,10,0.718
180,11,0.7
180,12,0.643
180,13,0.553
180,14,0.427
180,15,0.273
180,16,0.123
180,17,0.036
180,18,0.003
180,19,0
180,20,0
180,21,0
180,22,0
180,23,0
181,0,0
181,1,0
181,2,0
181,3,0.025
181,4,0.07
181,5,0.221
181,6,0.379
181,7,0.513
181,8,0.612
181,9,0.674
181,10,0.694
181,11,0.678
181,12,0.629
181,13,0.542
181,14,0.42
181,15,0.272
181,16,0.121
181,17,0.034
181,18,0.003
181,19,0
181,20,0
181,21,0
181,22,0
181,23,0
182,0,0
182,1,0
182,2,0
182,3,0.027
182,4,0.077
182,5,0.213
182,6,0.362
182,7,0.5
182,8,0.592
182,9,0.646
182,10,0.656
182,11,0.627
182,12,0.561
182,13,0.419
182,14,0.252
182,15,0.158
182,16,0.086
182,17,0.031
182,18,0.001
182,19,0
182,20,0
182,21,0
182,22,0
182,23,0
183,0,0
183,1,0
183,2,0
183,3,0.014
183,4,0.058
183,5,0.138
183,6,0.232
183,7,0.338
183,8,0.51
183,9,0.635
183,10,0.566
183,11,0.593
183,12,0.596
183,13,0.541
183,14,0.427
183,15,0.281
183,16,0.127
183,17,0.039
183,18,0.003
183,19,0
183,20,0
183,21,0
183,22,0
183,23,0
184,0,0
184,1,0
184,2,0
184,3,0.025
184,4,0.069
184,5,0.23
184,6,0.402
184,7,0.547
184,8,0.653
184,9,0.718
184,10,0.743
184,11,0.73
184,12,0.677
184,13,0.586
184,14,0.456
184,15,0.296
184,16,0.127
184,17,0.03
184,18,0.003
184,19,0
184,20,0
184,21,0
184,22,0
184,23,0
185,0,0
185,1,0
185,2,0
185,3,0.023
185,4,0.065
185,5,0.232
185,6,0.391
185,7,0.534
185,8,0.634
185,9,0.709
185,10,0.735
185,11,0.722
185,12,0.669
185,13,0.577
185,14,0.449
185,15,0.291
185,16,0.126
185,17,0.032
185,18,0.003
185,19,0
185,20,0
185,21,0
185,22,0
185,23,0
186,0,0
186,1,0
186,2,0
186,3,0.019
186,4,0.049
186,5,0.1
186,6,0.182
186,7,0.162
186,8,0.206
186,9,0.379
186,10,0.508
186,11,0.54
186,12,0.489
186,13,0.399
186,14,0.312
186,15,0.216
186,16,0.116
186,17,0.045
186,18,0.002
186,19,0
186,20,0
186,21,0
186,22,0
186,23,0
187,0,0
187,1,0
187,2,0
187,3,0.024
187,4,0.081
187,5,0.182
187,6,0.35
187,7,0.504
187,8,0.552
187,9,0.577
187,10,0.552
187,11,0.562
187,12,0.584
187,13,0.448
187,14,0.33
187,15,0.226
187,16,0.108
187,17,0.034
187,18,0.001
187,19,0
187,20,0
187,21,0
187,22,0
187,23,0
188,0,0
188,1,0
188,2,0
188,3,0.026
188,4,0.074
188,5,0.219
188,6,0.376
188,7,0.508
188,8,0.582
188,9,0.608
188,10,0.564
188,11,0.496
188,12,0.436
188,13,0.362
188,14,0.299
188,15,0.188
188,16,0.101
188,17,0.041
188,18,0.002
188,19,0
188,20,0
188,21,0
188,22,0
188,23,0
189,0,0
189,1,0
189,2,0
189,3,0.024
189,4,0.068
189,5,0.23
189,6,0.396
189,7,0.53
189,8,0.606
189,9,0.692
189,10,0.72
189,11,0.718
189,12,0.665
189,13,0.551
189,14,0.427
189,15,0.268
189,16,0.124
189,17,0.039
189,18,0.002
189,19,0
189,20,0
189,21,0
189,22,0
189,23,0
190,0,0
190,1,0
190,2,0
190,3,0.028
190,4,0.085
190,5,0.182
190,6,0.248
190,7,0.308
190,8,0.421
190,9,0.493
190,10,0.492
190,11,0.478
190,12,0.465
190,13,0.401
190,14,0.304
190,15,0.206
190,16,0.111
190,17,0.042
190,18,0.002
190,19,0
190,20,0
190,21,0
190,22,0
190,23,0
191,0,0
191,1,0
191,2,0
191,3,0.02
191,4,0.085
191,5,0.199
191,6,0.372
191,7,0.504
191,8,0.585
191,9,0.594
191,10,0.549
191,11,0.43
191,12,0.333
191,13,0.223
191,14,0.169
191,15,0.125
191,16,0.067
191,17,0.032
191,18,0.001
191,19,0
191,20,0
191,21,0
191,22,0
191,23,0
192,0,0
192,1,0
192,2,0
192,3,0.02
192,4,0.076
192,5,0.155
192,6,0.231
192,7,0.308
192,8,0.395
192,9,0.37
192,10,0.303
192,11,0.364
192,12,0.437
192,13,0.43
192,14,0.416
192,15,0.28
192,16,0.128
192,17,0.042
192,18,0.002
192,19,0
192,20,0
192,21,0
192,22,0
192,23,0
193,0,0
193,1,0
193,2,0
193,3,0.024
193,4,0.067
193,5,0.224
193,6,0.388
193,7,0.53
193,8,0.619
193,9,0.659
193,10,0.647
193,11,0.59
193,12,0.519
193,13,0.448
193,14,0.345
193,15,0.207
193,16,0.095
193,17,0.028
193,18,0
193,19,0
193,20,0
193,21,0
193,22,0
193,23,0
194,0,0
194,1,0
194,2,0
194,3,0.015
194,4,0.07
194,5,0.155
194,6,0.245
194,7,0.353
194,8,0.328
194,9,0.29
194,10,0.34
194,11,0.309
194,12,0.259
194,13,0.2
194,14,0.148
194,15,0.105
194,16,0.062
194,17,0.019
194,18,0
194,19,0
194,20,0
194,21,0
194,22,0
194,23,0
195,0,0
195,1,0
195,2,0
195,3,0.014
195,4,0.077
195,5,0.191
195,6,0.312
195,7,0.369
195,8,0.361
195,9,0.24
195,10,0.23
195,11,0.232
195,12,0.225
195,13,0.245
195,14,0.225
195,15,0.197
195,16,0.102
195,17,0.037
195,18,0.001
195,19,0
195,20,0
195,21,0
195,22,0
195,23,0
196,0,0
196,1,0
196,2,0
196,3,0.021
196,4,0.064
196,5,0.224
196,6,0.394
196,7,0.535
196,8,0.638
196,9,0.704
196,10,0.733
196,11,0.723
196,12,0.67
196,13,0.577
196,14,0.441
196,15,0.278
196,16,0.121
196,17,0.031
196,18,0.001
196,19,0
196,20,0
196,21,0
196,22,0
196,23,0
197,0,0
197,1,0
197,2,0
197,3,0.022
197,4,0.068
197,5,0.22
197,6,0.382
197,7,0.473
197,8,0.521
197,9,0.554
197,10,0.584
197,11,0.588
197,12,0.541
197,13,0.427
197,14,0.32
197,15,0.19
197,16,0.107
197,17,0.035
197,18,0
197,19,0
197,20,0
197,21,0
197,22,0
197,23,0
198,0,0
198,1,0
198,2,0
198,3,0.018
198,4,0.072
198,5,0.21
198,6,0.383
198,7,0.517
198,8,0.557
198,9,0.595
198,10,0.669
198,11,0.683
198,12,0.635
198,13,0.548
198,14,0.388
198,15,0.267
198,16,0.117
198,17,0.035
198,18,0
198,19,0
198,20,0
198,21,0
198,22,0
198,23,0
199,0,0
199,1,0
199,2,0
199,3,0.019
199,4,0.069
199,5,0.209
199,6,0.359
199,7,0.479
199,8,0.597
199,9,0.64
199,10,0.694
199,11,0.677
199,12,0.592
199,13,0.503
199,14,0.384
199,15,0.242
199,16,0.112
199,17,0.034
199,18,0
199,19,0
199,20,0
199,21,0
199,22,0
199,23,0
200,0,0
200,1,0
200,2,0
200,3,0.021
200,4,0.07
200,5,0.211
200,6,0.366
200,7,0.501
200,8,0.596
200,9,0.646
200,10,0.617
200,11,0.448
200,12,0.334
200,13,0.342
200,14,0.221
200,15,0.099
200,16,0.035
200,17,0.008
200,18,0
200,19,0
200,20,0
200,21,0
200,22,0
200,23,0
201,0,0
201,1,0
201,2,0
201,3,0.013
201,4,0.064
201,5,0.148
201,6,0.265
201,7,0.401
201,8,0.55
201,9,0.622
201,10,0.619
201,11,0.585
201,12,0.501
201,13,0.397
201,14,0.288
201,15,0.208
201,16,0.1
201,17,0.028
201,18,0
201,19,0
201,20,0
201,21,0
201,22,0
201,23,0
202,0,0
202,1,0
202,2,0
202,3,0.016
202,4,0.062
202,5,0.117
202,6,0.191
202,7,0.356
202,8,0.497
202,9,0.556
202,10,0.58
202,11,0.468
202,12,0.283
202,13,0.169
202,14,0.072
202,15,0.049
202,16,0.029
202,17,0.007
202,18,0
202,19,0
202,20,0
202,21,0
202,22,0
202,23,0
203,0,0
203,1,0
203,2,0
203,3,0.015
203,4,0.073
203,5,0.206
203,6,0.333
203,7,0.379
203,8,0.513
203,9,0.649
203,10,0.565
203,11,0.385
203,12,0.293
203,13,0.219
203,14,0.142
203,15,0.09
203,16,0.055
203,17,0.023
203,18,0
203,19,0
203,20,0
203,21,0
203,22,0
203,23,0
204,0,0
204,1,0
204,2,0
204,3,0.004
204,4,0.038
204,5,0.083
204,6,0.148
204,7,0.246
204,8,0.354
204,9,0.5
204,10,0.503
204,11,0.529
204,12,0.391
204,13,0.243
204,14,0.19
204,15,0.137
204,16,0.08
204,17,0.026
204,18,0
204,19,0
204,20,0
204,21,0
204,22,0
204,23,0
205,0,0
205,1,0
205,2,0
205,3,0.015
205,4,0.069
205,5,0.172
205,6,0.271
205,7,0.425
205,8,0.504
205,9,0.562
205,10,0.585
205,11,0.56
205,12,0.476
205,13,0.44
205,14,0.307
205,15,0.173
205,16,0.091
205,17,0.027
205,18,0
205,19,0
205,20,0
205,21,0
205,22,0
205,23,0
206,0,0
206,1,0
206,2,0
206,3,0.014
206,4,0.056
206,5,0.203
206,6,0.369
206,7,0.513
206,8,0.617
206,9,0.683
206,10,0.706
206,11,0.692
206,12,0.637
206,13,0.546
206,14,0.419
206,15,0.265
206,16,0.11
206,17,0.027
206,18,0
206,19,0
206,20,0
206,21,0
206,22,0
206,23,0
207,0,0
207,1,0
207,2,0
207,3,0.012
207,4,0.061
207,5,0.172
207,6,0.259
207,7,0.427
207,8,0.522
207,9,0.601
207,10,0.622
207,11,0.603
207,12,0.55
207,13,0.446
207,14,0.352
207,15,0.231
207,16,0.092
207,17,0.022
207,18,0
207,19,0
207,20,0
207,21,0
207,22,0
207,23,0
208,0,0
208,1,0
208,2,0
208,3,0.014
208,4,0.067
208,5,0.203
208,6,0.353
208,7,0.473
208,8,0.537
208,9,0.505
208,10,0.405
208,11,0.255
208,12,0.225
208,13,0.142
208,14,0.074
208,15,0.038
208,16,0.019
208,17,0.005
208,18,0
208,19,0
208,20,0
208,21,0
208,22,0
208,23,0
209,0,0
209,1,0
209,2,0
209,3,0.011
209,4,0.063
209,5,0.168
209,6,0.283
209,7,0.381
209,8,0.542
209,9,0.642
209,10,0.665
209,11,0.648
209,12,0.59
209,13,0.482
209,14,0.351
209,15,0.208
209,16,0.083
209,17,0.019
209,18,0
209,19,0
209,20,0
209,21,0
209,22,0
209,23,0
210,0,0
210,1,0
210,2,0
210,3,0.006
210,4,0.057
210,5,0.175
210,6,0.33
210,7,0.466
210,8,0.532
210,9,0.56
210,10,0.588
210,11,0.552
210,12,0.492
210,13,0.415
210,14,0.312
210,15,0.202
210,16,0.095
210,17,0.024
210,18,0
210,19,0
210,20,0
210,21,0
210,22,0
210,23,0
211,0,0
211,1,0
211,2,0
211,3,0.006
211,4,0.06
211,5,0.183
211,6,0.321
211,7,0.436
211,8,0.548
211,9,0.609
211,10,0.607
211,11,0.536
211,12,0.403
211,13,0.272
211,14,0.203
211,15,0.14
211,16,0.075
211,17,0.018
211,18,0
211,19,0
211,20,0
211,21,0
211,22,0
211,23,0
212,0,0
212,1,0
212,2,0
212,3,0.008
212,4,0.065
212,5,0.178
212,6,0.295
212,7,0.35
212,8,0.313
212,9,0.297
212,10,0.297
212,11,0.264
212,12,0.26
212,13,0.234
212,14,0.169
212,15,0.113
212,16,0.067
212,17,0.017
212,18,0
212,19,0
212,20,0
212,21,0
212,22,0
212,23,0
213,0,0
213,1,0
213,2,0
213,3,0.005
213,4,0.056
213,5,0.177
213,6,0.337
213,7,0.461
213,8,0.56
213,9,0.614
213,10,0.621
213,11,0.558
213,12,0.52
213,13,0.439
213,14,0.316
213,15,0.221
213,16,0.088
213,17,0.019
213,18,0
213,19,0
213,20,0
213,21,0
213,22,0
213,23,0
214,0,0
214,1,0
214,2,0
214,3,0.008
214,4,0.057
214,5,0.194
214,6,0.353
214,7,0.469
214,8,0.578
214,9,0.642
214,10,0.648
214,11,0.611
214,12,0.468
214,13,0.271
214,14,0.14
214,15,0.091
214,16,0.046
214,17,0.009
214,18,0
214,19,0
214,20,0
214,21,0
214,22,0
214,23,0
215,0,0
215,1,0
215,2,0
215,3,0.007
215,4,0.058
215,5,0.154
215,6,0.283
215,7,0.445
215,8,0.441
215,9,0.449
215,10,0.477
215,11,0.342
215,12,0.324
215,13,0.212
215,14,0.136
215,15,0.099
215,16,0.046
215,17,0.009
215,18,0
215,19,0
215,20,0
215,21,0
215,22,0
215,23,0
216,0,0
216,1,0
216,2,0
216,3,0.007
216,4,0.056
216,5,0.192
216,6,0.361
216,7,0.504
216,8,0.571
216,9,0.552
216,10,0.517
216,11,0.478
216,12,0.434
216,13,0.314
216,14,0.228
216,15,0.164
216,16,0.076
216,17,0.016
216,18,0
216,19,0
216,20,0
216,21,0
216,22,0
216,23,0
217,0,0
217,1,0
217,2,0
217,3,0.004
217,4,0.055
217,5,0.163
217,6,0.295
217,7,0.446
217,8,0.585
217,9,0.646
217,10,0.667
217,11,0.645
217,12,0.588
217,13,0.476
217,14,0.257
217,15,0.087
217,16,0.025
217,17,0.003
217,18,0
217,19,0
217,20,0
217,21,0
217,22,0
217,23,0
218,0,0
218,1,0
218,2,0
218,3,0.002
218,4,0.048
218,5,0.159
218,6,0.322
218,7,0.469
218,8,0.577
218,9,0.63
218,10,0.635
218,11,0.599
218,12,0.552
218,13,0.465
218,14,0.323
218,15,0.187
218,16,0.077
218,17,0.015
218,18,0
218,19,0
218,20,0
218,21,0
218,22,0
218,23,0
219,0,0
219,1,0
219,2,0
219,3,0.004
219,4,0.054
219,5,0.162
219,6,0.231
219,7,0.235
219,8,0.328
219,9,0.386
219,10,0.442
219,11,0.375
219,12,0.269
219,13,0.228
219,14,0.214
219,15,0.127
219,16,0.053
219,17,0.01
219,18,0
219,19,0
219,20,0
219,21,0
219,22,0
219,23,0
220,0,0
220,1,0
220,2,0
220,3,0
220,4,0.046
220,5,0.072
220,6,0.28
220,7,0.496
220,8,0.609
220,9,0.673
220,10,0.699
220,11,0.685
220,12,0.618
220,13,0.47
220,14,0.267
220,15,0.217
220,16,0.076
220,17,0.011
220,18,0
220,19,0
220,20,0
220,21,0
220,22,0
220,23,0
221,0,0
221,1,0
221,2,0
221,3,0.002
221,4,0.047
221,5,0.188
221,6,0.356
221,7,0.501
221,8,0.606
221,9,0.668
221,10,0.693
221,11,0.662
221,12,0.606
221,13,0.455
221,14,0.315
221,15,0.192
221,16,0.085
221,17,0.013
221,18,0
221,19,0
221,20,0
221,21,0
221,22,0
221,23,0
222,0,0
222,1,0
222,2,0
222,3,0.004
222,4,0.033
222,5,0.075
222,6,0.152
222,7,0.262
222,8,0.191
222,9,0.534
222,10,0.604
222,11,0.518
222,12,0.419
222,13,0.335
222,14,0.241
222,15,0.14
222,16,0.072
222,17,0.007
222,18,0
222,19,0
222,20,0
222,21,0
222,22,0
222,23,0
223,0,0
223,1,0
223,2,0
223,3,0.002
223,4,0.041
223,5,0.193
223,6,0.37
223,7,0.518
223,8,0.625
223,9,0.691
223,10,0.714
223,11,0.696
223,12,0.637
223,13,0.504
223,14,0.322
223,15,0.205
223,16,0.087
223,17,0.012
223,18,0
223,19,0
223,20,0
223,21,0
223,22,0
223,23,0
224,0,0
224,1,0
224,2,0
224,3,0.002
224,4,0.045
224,5,0.144
224,6,0.271
224,7,0.452
224,8,0.573
224,9,0.627
224,10,0.647
224,11,0.587
224,12,0.479
224,13,0.39
224,14,0.21
224,15,0.108
224,16,0.037
224,17,0.003
224,18,0
224,19,0
224,20,0
224,21,0
224,22,0
224,23,0
225,0,0
225,1,0
225,2,0
225,3,0
225,4,0.021
225,5,0.065
225,6,0.14
225,7,0.207
225,8,0.263
225,9,0.289
225,10,0.347
225,11,0.349
225,12,0.344
225,13,0.303
225,14,0.254
225,15,0.15
225,16,0.064
225,17,0.01
225,18,0
225,19,0
225,20,0
225,21,0
225,22,0
225,23,0
226,0,0
226,1,0
226,2,0
226,3,0
226,4,0.005
226,5,0.027
226,6,0.063
226,7,0.155
226,8,0.293
226,9,0.196
226,10,0.244
226,11,0.287
226,12,0.257
226,13,0.242
226,14,0.176
226,15,0.125
226,16,0.058
226,17,0.009
226,18,0
226,19,0
226,20,0
226,21,0
226,22,0
226,23,0
227,0,0
227,1,0
227,2,0
227,3,0.001
227,4,0.037
227,5,0.183
227,6,0.357
227,7,0.499
227,8,0.594
227,9,0.678
227,10,0.705
227,11,0.686
227,12,0.625
227,13,0.537
227,14,0.401
227,15,0.236
227,16,0.082
227,17,0.008
227,18,0
227,19,0
227,20,0
227,21,0
227,22,0
227,23,0
228,0,0
228,1,0
228,2,0
228,3,0
228,4,0.03
228,5,0.103
228,6,0.198
228,7,0.299
228,8,0.405
228,9,0.527
228,10,0.574
228,11,0.534
228,12,0.444
228,13,0.332
228,14,0.205
228,15,0.12
228,16,0.052
228,17,0.004
228,18,0
228,19,0
228,20,0
228,21,0
228,22,0
228,23,0
229,0,0
229,1,0
229,2,0
229,3,0
229,4,0.041
229,5,0.171
229,6,0.333
229,7,0.479
229,8,0.578
229,9,0.599
229,10,0.521
229,11,0.41
229,12,0.283
229,13,0.179
229,14,0.111
229,15,0.094
229,16,0.056
229,17,0.006
229,18,0
229,19,0
229,20,0
229,21,0
229,22,0
229,23,0
230,0,0
230,1,0
230,2,0
230,3,0
230,4,0.032
230,5,0.108
230,6,0.189
230,7,0.283
230,8,0.34
230,9,0.333
230,10,0.291
230,11,0.329
230,12,0.55
230,13,0.515
230,14,0.351
230,15,0.216
230,16,0.078
230,17,0.006
230,18,0
230,19,0
230,20,0
230,21,0
230,22,0
230,23,0
231,0,0
231,1,0
231,2,0
231,3,0
231,4,0.03
231,5,0.179
231,6,0.353
231,7,0.496
231,8,0.599
231,9,0.663
231,10,0.676
231,11,0.609
231,12,0.544
231,13,0.459
231,14,0.374
231,15,0.218
231,16,0.07
231,17,0.004
231,18,0
231,19,0
231,20,0
231,21,0
231,22,0
231,23,0
232,0,0
232,1,0
232,2,0
232,3,0
232,4,0.037
232,5,0.156
232,6,0.277
232,7,0.352
232,8,0.354
232,9,0.373
232,10,0.385
232,11,0.345
232,12,0.267
232,13,0.188
232,14,0.147
232,15,0.097
232,16,0.039
232,17,0.002
232,18,0
232,19,0
232,20,0
232,21,0
232,22,0
232,23,0
233,0,0
233,1,0
233,2,0
233,3,0
233,4,0.037
233,5,0.108
233,6,0.115
233,7,0.141
233,8,0.245
233,9,0.357
233,10,0.45
233,11,0.509
233,12,0.427
233,13,0.346
233,14,0.186
233,15,0.093
233,16,0.032
233,17,0.001
233,18,0
233,19,0
233,20,0
233,21,0
233,22,0
233,23,0
234,0,0
234,1,0
234,2,0
234,3,0
234,4,0.033
234,5,0.147
234,6,0.249
234,7,0.27
234,8,0.293
234,9,0.29
234,10,0.272
234,11,0.291
234,12,0.268
234,13,0.201
234,14,0.179
234,15,0.119
234,16,0.038
234,17,0.001
234,18,0
234,19,0
234,20,0
234,21,0
234,22,0
234,23,0
235,0,0
235,1,0
235,2,0
235,3,0
235,4,0.026
235,5,0.108
235,6,0.189
235,7,0.224
235,8,0.272
235,9,0.38
235,10,0.556
235,11,0.616
235,12,0.587
235,13,0.49
235,14,0.363
235,15,0.206
235,16,0.066
235,17,0.002
235,18,0
235,19,0
235,20,0
235,21,0
235,22,0
235,23,0
236,0,0
236,1,0
236,2,0
236,3,0
236,4,0.029
236,5,0.146
236,6,0.296
236,7,0.426
236,8,0.523
236,9,0.584
236,10,0.606
236,11,0.586
236,12,0.511
236,13,0.39
236,14,0.26
236,15,0.136
236,16,0.046
236,17,0.001
236,18,0
236,19,0
236,20,0
236,21,0
236,22,0
236,23,0
237,0,0
237,1,0
237,2,0
237,3,0
237,4,0.026
237,5,0.143
237,6,0.31
237,7,0.467
237,8,0.58
237,9,0.646
237,10,0.668
237,11,0.641
237,12,0.539
237,13,0.436
237,14,0.3
237,15,0.169
237,16,0.054
237,17,0.001
237,18,0
237,19,0
237,20,0
237,21,0
237,22,0
237,23,0
238,0,0
238,1,0
238,2,0
238,3,0
238,4,0.026
238,5,0.153
238,6,0.317
238,7,0.462
238,8,0.542
238,9,0.587
238,10,0.573
238,11,0.535
238,12,0.452
238,13,0.348
238,14,0.239
238,15,0.123
238,16,0.048
238,17,0.001
238,18,0
238,19,0
238,20,0
238,21,0
238,22,0
238,23,0
239,0,0
239,1,0
239,2,0
239,3,0
239,4,0.024
239,5,0.143
239,6,0.303
239,7,0.446
239,8,0.544
239,9,0.561
239,10,0.512
239,11,0.48
239,12,0.418
239,13,0.347
239,14,0.254
239,15,0.149
239,16,0.046
239,17,0
239,18,0
239,19,0
239,20,0
239,21,0
239,22,0
239,23,0
240,0,0
240,1,0
240,2,0
240,3,0
240,4,0.023
240,5,0.145
240,6,0.306
240,7,0.448
240,8,0.55
240,9,0.591
240,10,0.596
240,11,0.525
240,12,0.462
240,13,0.383
240,14,0.263
240,15,0.125
240,16,0.038
240,17,0
240,18,0
240,19,0
240,20,0
240,21,0
240,22,0
240,23,0
241,0,0
241,1,0
241,2,0
241,3,0
241,4,0.018
241,5,0.107
241,6,0.27
241,7,0.439
241,8,0.553
241,9,0.624
241,10,0.65
241,11,0.628
241,12,0.556
241,13,0.409
241,14,0.24
241,15,0.124
241,16,0.035
241,17,0
241,18,0
241,19,0
241,20,0
241,21,0
241,22,0
241,23,0
242,0,0
242,1,0
242,2,0
242,3,0
242,4,0.017
242,5,0.096
242,6,0.207
242,7,0.324
242,8,0.425
242,9,0.489
242,10,0.498
242,11,0.433
242,12,0.36
242,13,0.28
242,14,0.192
242,15,0.1
242,16,0.031
242,17,0
242,18,0
242,19,0
242,20,0
242,21,0
242,22,0
242,23,0
243,0,0
243,1,0
243,2,0
243,3,0
243,4,0.017
243,5,0.12
243,6,0.275
243,7,0.432
243,8,0.552
243,9,0.628
243,10,0.641
243,11,0.624
243,12,0.56
243,13,0.456
243,14,0.32
243,15,0.171
243,16,0.044
243,17,0
243,18,0
243,19,0
243,20,0
243,21,0
243,22,0
243,23,0
244,0,0
244,1,0
244,2,0
244,3,0
244,4,0.017
244,5,0.123
244,6,0.28
244,7,0.457
244,8,0.569
244,9,0.639
244,10,0.665
244,11,0.649
244,12,0.59
244,13,0.491
244,14,0.35
244,15,0.163
244,16,0.035
244,17,0
244,18,0
244,19,0
244,20,0
244,21,0
244,22,0
244,23,0
245,0,0
245,1,0
245,2,0
245,3,0
245,4,0.017
245,5,0.113
245,6,0.226
245,7,0.286
245,8,0.287
245,9,0.283
245,10,0.255
245,11,0.217
245,12,0.192
245,13,0.146
245,14,0.096
245,15,0.042
245,16,0.006
245,17,0
245,18,0
245,19,0
245,20,0
245,21,0
245,22,0
245,23,0
246,0,0
246,1,0
246,2,0
246,3,0
246,4,0.001
246,5,0.018
246,6,0.063
246,7,0.125
246,8,0.189
246,9,0.273
246,10,0.414
246,11,0.467
246,12,0.541
246,13,0.444
246,14,0.335
246,15,0.157
246,16,0.036
246,17,0
246,18,0
246,19,0
246,20,0
246,21,0
246,22,0
246,23,0
247,0,0
247,1,0
247,2,0
247,3,0
247,4,0.014
247,5,0.144
247,6,0.319
