day_of_year,hour,consumption
175,9,0.187455172
175,10,0.190363212
175,11,0.191940979
175,12,0.191219125
175,13,0.189826978
175,14,0.185609288
175,15,0.181618466
175,16,0.180226319
175,17,0.179061041
175,18,0.178112318
175,19,0.176782045
175,20,0.176555176
175,21,0.173162462
175,22,0.168026987
175,23,0.156755752
176,0,0.146721982
176,1,0.138668153
176,2,0.134316405
176,3,0.13138774
176,4,0.127912529
176,5,0.126912245
176,6,0.132790199
176,7,0.142287736
176,8,0.152001828
176,9,0.157322923
176,10,0.161519989
176,11,0.162045911
176,12,0.158653197
176,13,0.16096313
176,14,0.158962563
176,15,0.161736545
176,16,0.164644585
176,17,0.16611923
176,18,0.168676655
176,19,0.172523106
176,20,0.173698697
176,21,0.17376057
176,22,0.171192832
176,23,0.159302866
177,0,0.149485651
177,1,0.144535795
177,2,0.141761813
177,3,0.140813091
177,4,0.139627188
177,5,0.146175435
177,6,0.175554893
177,7,0.200407295
177,8,0.212039456
177,9,0.216061214
177,10,0.213431603
177,11,0.215607478
177,12,0.21646339
177,13,0.214813438
177,14,0.211709466
177,15,0.213431603
177,16,0.214483448
177,17,0.215390921
177,18,0.215958092
177,19,0.217143995
177,20,0.215803409
177,21,0.208863299
177,22,0.195457439
177,23,0.180381002
178,0,0.167851679
178,1,0.162561521
178,2,0.15838508
178,3,0.156601069
178,4,0.154270512
178,5,0.159900973
178,6,0.183443726
178,7,0.201912876
178,8,0.206769922
178,9,0.207254596
178,10,0.205419024
178,11,0.210750431
178,12,0.210307007
178,13,0.20685242
178,14,0.205449961
178,15,0.205439648
178,16,0.203779384
178,17,0.203325647
178,18,0.202088183
178,19,0.205243717
178,20,0.206264624
178,21,0.199798875
178,22,0.187743913
178,23,0.172945906
179,0,0.162427462
179,1,0.156673255
179,2,0.151661525
179,3,0.151022169
179,4,0.149392841
179,5,0.153548658
179,6,0.175328024
179,7,0.19377655
179,8,0.201768505
179,9,0.201242583
179,10,0.203140028
179,11,0.207120537
179,12,0.208677679
179,13,0.2066668
179,14,0.201964437
179,15,0.202779101
179,16,0.204594048
179,17,0.204129999
179,18,0.203789696
179,19,0.207120537
179,20,0.206316185
179,21,0.198674845
179,22,0.186052712
179,23,0.172853096
180,0,0.161334369
180,1,0.155126425
180,2,0.152001828
180,3,0.151279974
180,4,0.150846862
180,5,0.156023586
180,6,0.181051295
180,7,0.200500105
180,8,0.20863643
180,9,0.208285816
180,10,0.205109658
180,11,0.204954975
180,12,0.204913726
180,13,0.207203035
180,14,0.205357151
180,15,0.207316469
180,16,0.208100196
180,17,0.208347689
180,18,0.207099913
180,19,0.211193856
180,20,0.211761027
180,21,0.206873044
180,22,0.196323664
180,23,0.180814115
181,0,0.167861992
181,1,0.16054033
181,2,0.155786405
181,3,0.153662092
181,4,0.153373351
181,5,0.159045061
181,6,0.182546564
181,7,0.199943246
181,8,0.210997924
181,9,0.215669351
181,10,0.214081272
181,11,0.216855254
181,12,0.218958943
181,13,0.219856104
181,14,0.214617506
181,15,0.214844375
181,16,0.215081555
181,17,0.213668784
181,18,0.212988179
181,19,0.211833212
181,20,0.209090167
181,21,0.200974466
181,22,0.190559144
181,23,0.176452054
182,0,0.163829921
182,1,0.157271362
182,2,0.152373067
182,3,0.150125008
182,4,0.147082909
182,5,0.146154811
182,6,0.154249888
182,7,0.165562371
182,8,0.177576084
182,9,0.186114586
182,10,0.186898313
182,11,0.185475229
182,12,0.181154417
182,13,0.182268135
182,14,0.176307683
182,15,0.177916387
182,16,0.178153567
182,17,0.177565772
182,18,0.176214874
182,19,0.177297655
182,20,0.176555176
182,21,0.174420551
182,22,0.168356977
182,23,0.155446103
183,0,0.14324677
183,1,0.13663665
183,2,0.132975819
183,3,0.130645262
183,4,0.12684006
183,5,0.125447913
183,6,0.129387173
183,7,0.136646962
183,8,0.144855473
183,9,0.152094638
183,10,0.152362755
183,11,0.147639767
183,12,0.150867486
183,13,0.14582482
183,14,0.145474205
183,15,0.141163706
183,16,0.139524066
183,17,0.149650646
183,18,0.158251021
183,19,0.164428029
183,20,0.163984604
183,21,0.164881766
183,22,0.163231814
183,23,0.151630589
184,0,0.141194642
184,1,0.135172318
184,2,0.132944882
184,3,0.133388307
184,4,0.133512053
184,5,0.141895872
184,6,0.167604187
184,7,0.19016728
184,8,0.200799158
184,9,0.203294711
184,10,0.202583169
184,11,0.203377208
184,12,0.204325931
184,13,0.205388087
184,14,0.198705782
184,15,0.201820066
184,16,0.20357314
184,17,0.204655921
184,18,0.207419591
184,19,0.209812021
184,20,0.209791397
184,21,0.204377492
184,22,0.193302189
184,23,0.178813548
185,0,0.16447959
185,1,0.158251021
185,2,0.153775526
185,3,0.152981487
185,4,0.150382813
185,5,0.15435301
185,6,0.177844201
185,7,0.19747863
185,8,0.204820916
185,9,0.206532742
185,10,0.20305753
185,11,0.205975883
185,12,0.206347122
185,13,0.205223092
185,14,0.204305306
185,15,0.206811171
185,16,0.207945513
185,17,0.208760177
185,18,0.20994608
185,19,0.213472852
185,20,0.212513818
185,21,0.206244
185,22,0.193797175
185,23,0.178957919
186,0,0.165912986
186,1,0.15993191
186,2,0.155662659
186,3,0.154786122
186,4,0.153693029
186,5,0.157632289
186,6,0.179648836
186,7,0.19832423
186,8,0.208337377
186,9,0.210729807
186,10,0.207615523
186,11,0.20933766
186,12,0.210111075
186,13,0.21467938
186,14,0.213431603
186,15,0.216597449
186,16,0.217432737
186,17,0.215452795
186,18,0.215081555
186,19,0.216473702
186,20,0.214050335
186,21,0.203593765
186,22,0.190631329
186,23,0.177070786
187,0,0.165314878
187,1,0.158024153
187,2,0.154476756
187,3,0.152826804
187,4,0.152558687
187,5,0.156528884
187,6,0.1804635
187,7,0.201160085
187,8,0.212441632
187,9,0.214421575
187,10,0.215669351
187,11,0.218206152
187,12,0.217412113
187,13,0.214040023
187,14,0.208863299
187,15,0.211771339
187,16,0.211657905
187,17,0.20924485
187,18,0.21173009
187,19,0.214999058
187,20,0.215679663
187,21,0.20675961
187,22,0.194281848
187,23,0.179607587
188,0,0.166387347
188,1,0.159106934
188,2,0.155518288
188,3,0.154476756
188,4,0.153332102
188,5,0.161117813
188,6,0.185145239
188,7,0.205986195
188,8,0.213668784
188,9,0.213493477
188,10,0.210059514
188,11,0.212678813
188,12,0.213410979
188,13,0.212348822
188,14,0.206584303
188,15,0.208687991
188,16,0.211235105
188,17,0.210575124
188,18,0.209842958
188,19,0.210966988
188,20,0.209822333
188,21,0.203552516
188,22,0.192776267
188,23,0.178102006
189,0,0.164644585
189,1,0.15613702
189,2,0.15168215
189,3,0.14891848
189,4,0.146185747
189,5,0.14497922
189,6,0.153878648
189,7,0.166768898
189,8,0.180432563
189,9,0.185423668
189,10,0.185310234
189,11,0.183268418
189,12,0.18261875
189,13,0.180267568
189,14,0.176400493
189,15,0.176142688
189,16,0.175699264
189,17,0.178772299
189,18,0.180391315
189,19,0.18140191
189,20,0.179504465
189,21,0.176204561
189,22,0.169202578
189,23,0.155920464
190,0,0.143690195
190,1,0.137533811
190,2,0.132965507
190,3,0.130645262
190,4,0.127551602
190,5,0.126087269
190,6,0.131645545
190,7,0.141349325
190,8,0.151517155
190,9,0.158044777
190,10,0.158065402
190,11,0.156456698
190,12,0.156580445
190,13,0.157931343
190,14,0.156528884
190,15,0.158467577
190,16,0.158880065
190,17,0.163603053
190,18,0.166686401
190,19,0.170316295
190,20,0.172141555
190,21,0.172873721
190,22,0.16827448
190,23,0.156384513
191,0,0.145391708
191,1,0.13851347
191,2,0.136832582
191,3,0.135811674
191,4,0.136079791
191,5,0.143453014
191,6,0.172358111
191,7,0.195756493
191,8,0.208832362
191,9,0.213452228
191,10,0.211946647
191,11,0.214524697
191,12,0.216504639
191,13,0.218092718
191,14,0.219340494
191,15,0.219495177
191,16,0.218886757
191,17,0.216288083
191,18,0.216246834
191,19,0.217082122
191,20,0.216494327
191,21,0.210162636
191,22,0.19602461
191,23,0.177730767
192,0,0.167841367
192,1,0.161365306
192,2,0.155312044
192,3,0.155157361
192,4,0.154847995
192,5,0.159684417
192,6,0.183505599
192,7,0.202954408
192,8,0.211709466
192,9,0.211833212
192,10,0.2118229
192,11,0.211781651
192,12,0.214060648
192,13,0.214132833
192,14,0.21079168
192,15,0.212823184
192,16,0.212998491
192,17,0.21585497
192,18,0.214834063
192,19,0.216215897
192,20,0.216411829
192,21,0.210750431
192,22,0.197396132
192,23,0.182134076
193,0,0.167325757
193,1,0.159540046
193,2,0.155889527
193,3,0.153497097
193,4,0.152960863
193,5,0.158116963
193,6,0.181649403
193,7,0.202232554
193,8,0.212792247
193,9,0.215824034
193,10,0.220691392
193,11,0.223702555
193,12,0.226992146
193,13,0.229848626
193,14,0.226486849
193,15,0.226383727
193,16,0.2212895
193,17,0.218216464
193,18,0.215648726
193,19,0.217968971
193,20,0.217473986
193,21,0.212111642
193,22,0.198551099
193,23,0.183072487
194,0,0.170615349
194,1,0.163365872
194,2,0.159385363
194,3,0.159014124
194,4,0.157951967
194,5,0.162437774
194,6,0.186867376
194,7,0.206903981
194,8,0.218938318
194,9,0.221433871
194,10,0.220217031
194,11,0.226600283
194,12,0.232364803
194,13,0.23029205
194,14,0.223186945
194,15,0.218979567
194,16,0.215133116
194,17,0.211235105
194,18,0.208419874
194,19,0.211678529
194,20,0.210214197
194,21,0.205965571
194,22,0.192446276
194,23,0.177895762
195,0,0.165624244
195,1,0.159447236
195,2,0.155507976
195,3,0.154301449
195,4,0.151960579
195,5,0.155538913
195,6,0.17821544
195,7,0.198674845
195,8,0.20821363
195,9,0.209832646
195,10,0.20830644
195,11,0.206274937
195,12,0.20657399
195,13,0.208760177
195,14,0.208141445
195,15,0.210265758
195,16,0.211348539
195,17,0.210863866
195,18,0.209863582
195,19,0.211204168
195,20,0.209275787
195,21,0.204377492
195,22,0.192941262
195,23,0.178514494
196,0,0.165418
196,1,0.157405421
196,2,0.150454998
196,3,0.14961971
196,4,0.146226996
196,5,0.143731444
196,6,0.151909018
196,7,0.16429397
196,8,0.177627645
196,9,0.183381853
196,10,0.183629345
196,11,0.182680623
196,12,0.181051295
196,13,0.180195383
196,14,0.177215157
196,15,0.179153851
196,16,0.181762837
196,17,0.18374278
196,18,0.186217708
196,19,0.186908625
196,20,0.18552679
196,21,0.182134076
196,22,0.174863975
196,23,0.161602486
197,0,0.149083475
197,1,0.14066872
197,2,0.136533528
197,3,0.133532678
197,4,0.131428989
197,5,0.128180646
197,6,0.13335737
197,7,0.143040526
197,8,0.15304336
197,9,0.158838817
197,10,0.159993783
197,11,0.164128975
197,12,0.16808886
197,13,0.16705764
197,14,0.166438908
197,15,0.16663484
197,16,0.169604753
197,17,0.17048129
197,18,0.173616199
197,19,0.176730484
197,20,0.176782045
197,21,0.178359811
197,22,0.173564638
197,23,0.161354993
198,0,0.150589057
198,1,0.146268245
198,2,0.144360488
198,3,0.143556136
198,4,0.144494546
198,5,0.149960012
198,6,0.17633862
198,7,0.201077588
198,8,0.215782785
198,9,0.221052319
198,10,0.218453645
198,11,0.219928289
198,12,0.220340777
198,13,0.226321853
198,14,0.223785052
198,15,0.221341061
198,16,0.219257996
198,17,0.213617223
198,18,0.212555066
198,19,0.215906531
198,20,0.215535292
198,21,0.209842958
198,22,0.194549965
198,23,0.179349782
199,0,0.165521122
199,1,0.159457549
199,2,0.156384513
199,3,0.153693029
199,4,0.15304336
199,5,0.155373917
199,6,0.177689518
199,7,0.197416757
199,8,0.205841824
199,9,0.20769802
199,10,0.203552516
199,11,0.203769072
199,12,0.204233121
199,13,0.204676546
199,14,0.201345705
199,15,0.203274086
199,16,0.20478998
199,17,0.205749014
199,18,0.207429903
199,19,0.209286099
199,20,0.210667934
199,21,0.207398966
199,22,0.194663399
199,23,0.179308534
200,0,0.166975142
200,1,0.160138154
200,2,0.155312044
200,3,0.154466444
200,4,0.153816775
200,5,0.157116679
200,6,0.179040416
200,7,0.197169264
200,8,0.208244567
200,9,0.211039173
200,10,0.21046169
200,11,0.213421291
200,12,0.215442482
200,13,0.216989312
200,14,0.214864999
200,15,0.212317886
200,16,0.214596882
200,17,0.213380042
200,18,0.210626685
200,19,0.212390071
200,20,0.212885057
200,21,0.208574557
200,22,0.19499339
200,23,0.179349782
201,0,0.167212323
201,1,0.160179403
201,2,0.156436074
201,3,0.155415166
201,4,0.154218951
201,5,0.158849129
201,6,0.182165013
201,7,0.199850436
201,8,0.209203601
201,9,0.210513251
201,10,0.210482314
201,11,0.213080989
201,12,0.211781651
201,13,0.207440215
201,14,0.202985345
201,15,0.208089884
201,16,0.207038039
201,17,0.204872477
201,18,0.205697453
201,19,0.207574274
201,20,0.208100196
201,21,0.20385157
201,22,0.1899301
201,23,0.175926132
202,0,0.162901823
202,1,0.155910152
202,2,0.152445253
202,3,0.151744023
202,4,0.152084326
202,5,0.154806746
202,6,0.176544864
202,7,0.196168981
202,8,0.206873044
202,9,0.207924889
202,10,0.206481181
202,11,0.210007953
202,12,0.210946363
202,13,0.208007386
202,14,0.206099629
202,15,0.207646459
202,16,0.206965854
202,17,0.207203035
202,18,0.206120254
202,19,0.206264624
202,20,0.205810888
202,21,0.199437948
202,22,0.185609288
202,23,0.172523106
203,0,0.161654047
203,1,0.154023019
203,2,0.14901129
203,3,0.147526333
203,4,0.144515171
203,5,0.142112428
203,6,0.149413466
203,7,0.160292837
203,8,0.170687534
203,9,0.174595858
203,10,0.177091411
203,11,0.177637957
203,12,0.172079681
203,13,0.174998034
203,14,0.171048461
203,15,0.171027837
203,16,0.169522256
203,17,0.171460949
203,18,0.172584979
203,19,0.173409955
203,20,0.174028687
203,21,0.174503048
203,22,0.165820176
203,23,0.152878365
204,0,0.140627471
204,1,0.133842044
204,2,0.129779037
204,3,0.128768441
204,4,0.124561064
204,5,0.121622087
204,6,0.126056333
204,7,0.133646112
204,8,0.143566448
204,9,0.154188014
204,10,0.156126708
204,11,0.156384513
204,12,0.15777666
204,13,0.158766631
204,14,0.157570416
204,15,0.15735386
204,16,0.157003245
204,17,0.159952534
204,18,0.165943922
204,19,0.167831055
204,20,0.170367856
204,21,0.172605604
204,22,0.164005229
204,23,0.152981487
205,0,0.143071463
205,1,0.136946016
205,2,0.134914513
205,3,0.134213283
205,4,0.13551262
205,5,0.140658408
205,6,0.165861425
205,7,0.186588947
205,8,0.20005668
205,9,0.206048068
205,10,0.204841541
205,11,0.206006819
205,12,0.209915143
205,13,0.209894519
205,14,0.207491776
205,15,0.210214197
205,16,0.212091017
205,17,0.212606627
205,18,0.21046169
205,19,0.211864149
205,20,0.20915204
205,21,0.203459706
205,22,0.188548265
205,23,0.174100873
206,0,0.162149033
206,1,0.156219518
206,2,0.151001545
206,3,0.149485651
206,4,0.148970041
206,5,0.152393692
206,6,0.173234648
206,7,0.191920354
206,8,0.203954692
206,9,0.20502716
206,10,0.201634447
206,11,0.209090167
206,12,0.21336973
206,13,0.216329332
206,14,0.213627535
206,15,0.212915993
206,16,0.211554783
206,17,0.209812021
206,18,0.207440215
206,19,0.20633681
206,20,0.205150907
206,21,0.200036056
206,22,0.185382419
206,23,0.17033692
207,0,0.15923068
207,1,0.152208072
207,2,0.148547241
207,3,0.149764081
207,4,0.149217534
207,5,0.151692462
207,6,0.174936161
207,7,0.193394999
207,8,0.203738135
207,9,0.207130849
207,10,0.208069259
207,11,0.212503505
207,12,0.213905965
207,13,0.212781935
207,14,0.209997641
207,15,0.208007386
207,16,0.204573424
207,17,0.201448827
207,18,0.199190455
207,19,0.200613539
207,20,0.199974182
207,21,0.195797741
207,22,0.180607871
207,23,0.165768615
208,0,0.153961146
208,1,0.148062568
208,2,0.144845161
208,3,0.14497922
208,4,0.144628605
208,5,0.14840287
208,6,0.169181953
208,7,0.187847035
208,8,0.197169264
208,9,0.199221392
208,10,0.194859331
208,11,0.196468034
208,12,0.199407011
208,13,0.19766425
208,14,0.197313635
208,15,0.20014949
208,16,0.200036056
208,17,0.196550532
208,18,0.19687021
208,19,0.200613539
208,20,0.201716944
208,21,0.197736435
208,22,0.182257823
208,23,0.16818167
209,0,0.157652914
209,1,0.150537496
209,2,0.148062568
209,3,0.146319806
209,4,0.147598519
209,5,0.15177496
209,6,0.174214307
209,7,0.19026009
209,8,0.200984778
209,9,0.208512684
209,10,0.20797645
209,11,0.211296978
209,12,0.208543621
209,13,0.203892818
209,14,0.200634163
209,15,0.19963388
209,16,0.198406728
209,17,0.200592914
209,18,0.199128582
209,19,0.200077304
209,20,0.200809471
209,21,0.196684591
209,22,0.183031238
209,23,0.168862275
210,0,0.158364455
210,1,0.151723399
210,2,0.147815075
210,3,0.145886693
210,4,0.143422078
210,5,0.14076153
210,6,0.148609114
210,7,0.160695013
210,8,0.172657165
210,9,0.178937294
210,10,0.178741363
210,11,0.180298505
210,12,0.179576651
210,13,0.177627645
210,14,0.176029254
210,15,0.175905508
210,16,0.175224902
210,17,0.177761704
210,18,0.17900948
210,19,0.178865109
210,20,0.178411372
210,21,0.176586113
210,22,0.166737962
210,23,0.151878082
211,0,0.141225579
211,1,0.134873264
211,2,0.131346491
211,3,0.130170901
211,4,0.128397202
211,5,0.124375444
211,6,0.128933437
211,7,0.136616026
211,8,0.144133619
211,9,0.150527183
211,10,0.154579878
211,11,0.156900123
211,12,0.158302582
211,13,0.160014407
211,14,0.156497947
211,15,0.155889527
211,16,0.158158211
211,17,0.158797568
211,18,0.162138721
211,19,0.165964547
211,20,0.168965397
211,21,0.16818167
211,22,0.160509393
211,23,0.148258499
212,0,0.139111578
212,1,0.133398619
212,2,0.131614609
212,3,0.132491146
212,4,0.134460776
212,5,0.138121607
212,6,0.162860575
212,7,0.184938995
212,8,0.193477496
212,9,0.196313351
212,10,0.195240883
212,11,0.195818366
212,12,0.197922055
212,13,0.198736718
212,14,0.196210229
212,15,0.199829812
212,16,0.196509283
212,17,0.197365196
212,18,0.195725556
212,19,0.197705498
212,20,0.19996387
212,21,0.194343721
212,22,0.179133226
212,23,0.165737678
213,0,0.154579878
213,1,0.148928792
213,2,0.146350742
213,3,0.145422644
213,4,0.146123874
213,5,0.149640334
213,6,0.169202578
213,7,0.18716643
213,8,0.198241733
213,9,0.203439082
213,10,0.204480614
213,11,0.20830644
213,12,0.210492626
213,13,0.210997924
213,14,0.205419024
213,15,0.20418156
213,16,0.205037473
213,17,0.203408145
213,18,0.201098212
213,19,0.202077871
213,20,0.201644759
213,21,0.194302472
213,22,0.179545714
213,23,0.165572683
214,0,0.154239575
214,1,0.14746446
214,2,0.143473639
214,3,0.143411765
214,4,0.144473922
214,5,0.147351026
214,6,0.167274196
214,7,0.185495854
214,8,0.19574618
214,9,0.196880522
214,10,0.194849019
214,11,0.194931517
214,12,0.193333126
214,13,0.195189322
214,14,0.194642775
214,15,0.19405498
214,16,0.196921771
214,17,0.19729301
214,18,0.196034922
214,19,0.199778251
214,20,0.201026027
214,21,0.194467468
214,22,0.179741646
214,23,0.164335219
215,0,0.153517721
215,1,0.147412899
215,2,0.143865502
215,3,0.144968908
215,4,0.145752635
215,5,0.149052539
215,6,0.170862842
215,7,0.19068289
215,8,0.200819783
215,9,0.206955542
215,10,0.207388654
215,11,0.209677963
215,12,0.211678529
215,13,0.211431037
215,14,0.205254029
215,15,0.204820916
215,16,0.201665383
215,17,0.19832423
215,18,0.195271819
215,19,0.197447693
215,20,0.200324797
215,21,0.196344288
215,22,0.181350349
215,23,0.167037016
216,0,0.155755469
216,1,0.148990666
216,2,0.145247337
216,3,0.144484234
216,4,0.145525766
216,5,0.148774109
216,6,0.168851963
216,7,0.188352333
216,8,0.199695753
216,9,0.200180426
216,10,0.197323947
216,11,0.200201051
216,12,0.200489792
216,13,0.201644759
216,14,0.19972669
216,15,0.202975033
216,16,0.203109091
216,17,0.202645042
216,18,0.201954125
216,19,0.204336243
216,20,0.205470585
216,21,0.199809187
216,22,0.185588663
216,23,0.171285642
217,0,0.1589935
217,1,0.151599652
217,2,0.148299748
217,3,0.145886693
217,4,0.143556136
217,5,0.141504008
217,6,0.150279691
217,7,0.160901257
217,8,0.173286209
217,9,0.182917804
217,10,0.189002002
217,11,0.189208246
217,12,0.187785162
217,13,0.185990839
217,14,0.184598692
217,15,0.184392448
217,16,0.181298788
217,17,0.179050729
217,18,0.179133226
217,19,0.179122914
217,20,0.178957919
217,21,0.173657448
217,22,0.161746857
217,23,0.148629739
218,0,0.136781021
218,1,0.132192092
218,2,0.129644978
218,3,0.128520949
218,4,0.127335046
218,5,0.123437034
218,6,0.128943749
218,7,0.137080075
218,8,0.148041943
218,9,0.156858874
218,10,0.161581862
218,11,0.164541463
218,12,0.166150166
218,13,0.164407405
218,14,0.163716487
218,15,0.158096338
218,16,0.156992933
218,17,0.158962563
218,18,0.160127842
218,19,0.162757453
218,20,0.165335503
218,21,0.163407121
218,22,0.155188298
218,23,0.14446361
219,0,0.134986698
219,1,0.130531828
219,2,0.128861251
219,3,0.128376578
219,4,0.130665886
219,5,0.135440435
219,6,0.160715637
219,7,0.181443159
219,8,0.193632179
219,9,0.197695186
219,10,0.197488942
219,11,0.198860465
219,12,0.200799158
219,13,0.201026027
219,14,0.200128865
219,15,0.195313068
219,16,0.194549965
219,17,0.195993673
219,18,0.197757059
219,19,0.200170114
219,20,0.202624418
219,21,0.194653087
219,22,0.179133226
219,23,0.163530868
220,0,0.152424628
220,1,0.147082909
220,2,0.142999277
220,3,0.143783005
220,4,0.1447936
220,5,0.14746446
220,6,0.16869728
220,7,0.185279297
220,8,0.193920921
220,9,0.195447127
220,10,0.194426219
220,11,0.197210513
220,12,0.197746747
220,13,0.196333976
220,14,0.191528491
220,15,0.196076171
220,16,0.197427069
220,17,0.196952708
220,18,0.19687021
220,19,0.200984778
220,20,0.203810321
220,21,0.197406445
220,22,0.181938145
220,23,0.167088577
221,0,0.155229547
221,1,0.150960296
221,2,0.146969474
221,3,0.145907318
221,4,0.147660392
221,5,0.151414033
221,6,0.173162462
221,7,0.191538803
221,8,0.199644192
221,9,0.20169632
221,10,0.201871627
221,11,0.20685242
221,12,0.210812305
221,13,0.208337377
221,14,0.204594048
221,15,0.203913443
221,16,0.203810321
221,17,0.201325081
221,18,0.200675412
221,19,0.204026877
221,20,0.207625835
221,21,0.200737285
221,22,0.183505599
221,23,0.170285359
222,0,0.159395675
222,1,0.152703058
222,2,0.149578461
222,3,0.148114129
222,4,0.150784988
222,5,0.152455565
222,6,0.173389331
222,7,0.191868793
222,8,0.201015715
222,9,0.201964437
222,10,0.196674278
222,11,0.199221392
222,12,0.20254192
222,13,0.200726973
222,14,0.198726406
222,15,0.197653937
222,16,0.19860266
222,17,0.200716661
222,18,0.200943529
222,19,0.205460273
222,20,0.209389221
222,21,0.20296472
222,22,0.185898029
222,23,0.172007496
223,0,0.160065968
223,1,0.153734278
223,2,0.149753768
223,3,0.149774393
223,4,0.15065093
223,5,0.153507409
223,6,0.174338053
223,7,0.192075037
223,8,0.200561978
223,9,0.201531325
223,10,0.194230287
223,11,0.196364912
223,12,0.198148923
223,13,0.197210513
223,14,0.193364062
223,15,0.197117703
223,16,0.198891401
223,17,0.201221959
223,18,0.201747881
223,19,0.204099062
223,20,0.207017415
223,21,0.200531041
223,22,0.184856497
223,23,0.169893495
224,0,0.158209772
224,1,0.150021886
224,2,0.144865786
224,3,0.143143648
224,4,0.141586506
224,5,0.139049705
224,6,0.145257649
224,7,0.156869186
224,8,0.16921289
224,9,0.175090844
224,10,0.173554326
224,11,0.169883183
224,12,0.167212323
224,13,0.167016391
224,14,0.166892645
224,15,0.170130676
224,16,0.171821876
224,17,0.17563739
224,18,0.178349499
224,19,0.178535119
224,20,0.180948173
224,21,0.1748846
224,22,0.162468711
224,23,0.149702207
225,0,0.141029647
225,1,0.135265127
225,2,0.132480833
225,3,0.130181213
225,4,0.128603446
225,5,0.12444763
225,6,0.127005055
225,7,0.137471938
225,8,0.147722265
225,9,0.150960296
225,10,0.152362755
225,11,0.150795301
225,12,0.150970608
225,13,0.151548091
225,14,0.151981204
225,15,0.152414316
225,16,0.15449738
225,17,0.158849129
225,18,0.165232381
225,19,0.168583846
225,20,0.174142121
225,21,0.17343058
225,22,0.162860575
225,23,0.150186881
226,0,0.139884993
226,1,0.134316405
226,2,0.131501174
226,3,0.130789633
226,4,0.132924258
226,5,0.134770142
226,6,0.1486813
226,7,0.165139571
226,8,0.177514211
226,9,0.184846185
226,10,0.184598692
226,11,0.183051862
226,12,0.182464067
226,13,0.184155268
226,14,0.18397996
226,15,0.186289893
226,16,0.190332275
226,17,0.194446843
226,18,0.195313068
226,19,0.196313351
226,20,0.198004552
226,21,0.19189973
226,22,0.178328875
226,23,0.163768048
227,0,0.151135603
227,1,0.143710819
227,2,0.139998427
227,3,0.135399186
227,4,0.134068912
227,5,0.130366832
227,6,0.133666736
227,7,0.141968057
227,8,0.152682433
227,9,0.1589935
227,10,0.159632856
227,11,0.158086026
227,12,0.15655982
227,13,0.158168524
227,14,0.15993191
227,15,0.160705325
227,16,0.16447959
227,17,0.170470978
227,18,0.173935877
227,19,0.17694704
227,20,0.181298788
227,21,0.179751958
227,22,0.169109768
227,23,0.154930493
228,0,0.144927659
228,1,0.140359354
228,2,0.137987548
228,3,0.137162572
228,4,0.139792183
228,5,0.144968908
228,6,0.170955652
228,7,0.195808054
228,8,0.210647309
228,9,0.216422141
228,10,0.215122804
228,11,0.217896786
228,12,0.219670484
228,13,0.22119669
228,14,0.221815422
228,15,0.224816272
228,16,0.224125355
228,17,0.224929706
228,18,0.223919111
228,19,0.224867833
228,20,0.227796498
228,21,0.217711166
228,22,0.198674845
228,23,0.182824994
229,0,0.168851963
229,1,0.161004379
229,2,0.15819946
229,3,0.158818192
229,4,0.160798135
229,5,0.164747707
229,6,0.186877688
229,7,0.206120254
229,8,0.217618357
229,9,0.220877012
229,10,0.219062065
229,11,0.222898203
229,12,0.224434721
229,13,0.226651844
229,14,0.225981551
229,15,0.227507756
229,16,0.226156858
229,17,0.226569346
229,18,0.223980984
229,19,0.225465941
229,20,0.22822961
229,21,0.216432454
229,22,0.198953275
229,23,0.18322717
230,0,0.171326891
230,1,0.165665493
230,2,0.161798418
230,3,0.160509393
230,4,0.162870887
230,5,0.166830772
230,6,0.187486108
230,7,0.207120537
230,8,0.2208667
230,9,0.222733208
230,10,0.221062631
230,11,0.223877862
230,12,0.225404068
230,13,0.223506623
230,14,0.220309841
230,15,0.222001042
230,16,0.22307351
230,17,0.220980134
230,18,0.22110388
230,19,0.222578525
230,20,0.224960643
230,21,0.213916277
230,22,0.197365196
230,23,0.183319979
231,0,0.171151583
231,1,0.164087726
231,2,0.159550358
231,3,0.158251021
231,4,0.158251021
231,5,0.155518288
231,6,0.162252155
231,7,0.173874004
231,8,0.186403327
231,9,0.192528774
231,10,0.193106257
231,11,0.193374374
231,12,0.193735301
231,13,0.192900013
231,14,0.193766238
231,15,0.195426502
231,16,0.196189605
231,17,0.195787429
231,18,0.195488375
231,19,0.196622717
231,20,0.20038667
231,21,0.19396217
231,22,0.180092261
231,23,0.166511093
232,0,0.155270795
232,1,0.148485368
232,2,0.144030497
232,3,0.14127714
232,4,0.139771559
232,5,0.136554152
232,6,0.139451881
232,7,0.147299465
232,8,0.157498231
232,9,0.164355844
232,10,0.165717054
232,11,0.166614215
232,12,0.166975142
232,13,0.166397659
232,14,0.16715045
232,15,0.167098889
232,16,0.171306266
232,17,0.174317429
232,18,0.179030104
232,19,0.183784028
232,20,0.188981377
232,21,0.185341171
232,22,0.175173341
232,23,0.162520272
233,0,0.153373351
233,1,0.148217251
233,2,0.145422644
233,3,0.144876098
233,4,0.148351309
233,5,0.154208639
233,6,0.181484408
233,7,0.205666517
233,8,0.219639548
233,9,0.225012204
233,10,0.221640115
233,11,0.222970388
233,12,0.224640965
233,13,0.220650143
233,14,0.21777304
